State,State Code,Metric,Year,Value
Maine,ME,fg-sch,2021,1.0
Maine,ME,fg-yorg,2021,0.9
Maine,ME,fh-eat,2021,2.9
Maine,ME,fh-ed,2021,0.6
Maine,ME,fh-ma,2021,1.0
Maine,ME,fh-read,2021,3.7
Maine,ME,fh-spf,2021,0.4
Maine,ME,fh-time,2021,2.0
Maine,ME,fh-tv,2021,0.0
Maine,ME,fh-uw,2021,1.6
Maine,ME,sc-born,2021,2.4
Maine,ME,sc-eng-a,2021,3.7
Maine,ME,sc-eng-c,2021,4.0
Maine,ME,sc-mid,2021,2.1
Maine,ME,sm-em,2021,1.4
Maine,ME,sm-grad,2021,2.4
Maine,ME,sm-hr,2021,4.4
Maine,ME,sm-neet,2021,3.6
Maine,ME,st-fc,2021,3.5
Maine,ME,st-fc trust,2021,3.9
Maine,ME,st-fcc,2021,3.3
Maine,ME,st-vc,2021,4.5
Maryland,MD,Civic Engagement,2021,14.4
Maryland,MD,Community Life,2021,2.3
Maryland,MD,Family Health,2021,4.4
Maryland,MD,Future Generations,2021,5.0
Maryland,MD,Social Cohesion,2021,4.4
Maryland,MD,Social Mobility,2021,11.7
Maryland,MD,Social Trust,2021,7.9
Maryland,MD,Total,2021,50.1
Maryland,MD,ce-ao,2021,2.0
Maryland,MD,ce-vt,2021,7.5
Maryland,MD,cl-cdd,2021,0.3
Maryland,MD,cl-don,2021,0.2
Maryland,MD,cl-mem,2021,0.8
Maryland,MD,cl-np,2021,0.1
Maryland,MD,cl-npo,2021,0.8
Maryland,MD,cl-porg,2021,0.9
Maryland,MD,cl-rel,2021,-0.5
Maryland,MD,cl-ta,2021,-0.1
Maryland,MD,cl-tfn,2021,-0.2
Maryland,MD,cl-vol,2021,0.3
Maryland,MD,cv-pm,2021,4.9
Maryland,MD,fg-act,2021,0.0
Maryland,MD,fg-br,2021,0.7
Maryland,MD,fg-play,2021,1.6
Maryland,MD,fg-read,2021,1.7
Maryland,MD,fg-sch,2021,0.8
Maryland,MD,fg-yorg,2021,0.2
Maryland,MD,fh-eat,2021,3.1
Maryland,MD,fh-ed,2021,-2.7
Maryland,MD,fh-ma,2021,1.0
Maryland,MD,fh-read,2021,1.7
Maryland,MD,fh-spf,2021,2.3
Maryland,MD,fh-time,2021,-1.1
Maryland,MD,fh-tv,2021,0.0
Maryland,MD,fh-uw,2021,0.9
Maryland,MD,sc-born,2021,0.2
Maryland,MD,sc-eng-a,2021,1.2
Maryland,MD,sc-eng-c,2021,1.0
Maryland,MD,sc-mid,2021,2.0
Maryland,MD,sm-em,2021,1.9
Maryland,MD,sm-grad,2021,4.7
Maryland,MD,sm-hr,2021,2.5
Maryland,MD,sm-neet,2021,2.7
Maryland,MD,st-fc,2021,3.5
Maryland,MD,st-fc trust,2021,3.0
Maryland,MD,st-fcc,2021,0.2
Maryland,MD,st-vc,2021,1.2
Massachusetts,MA,Civic Engagement,2021,11.9
Massachusetts,MA,Community Life,2021,2.9
Massachusetts,MA,Family Health,2021,6.2
Massachusetts,MA,Future Generations,2021,-0.5
Massachusetts,MA,Social Cohesion,2021,4.1
Massachusetts,MA,Social Mobility,2021,16.2
Massachusetts,MA,Social Trust,2021,11.5
Massachusetts,MA,Total,2021,52.3
Massachusetts,MA,ce-ao,2021,2.0
Massachusetts,MA,ce-vt,2021,4.2
Massachusetts,MA,cl-cdd,2021,-1.0
Massachusetts,MA,cl-don,2021,1.3
Massachusetts,MA,cl-mem,2021,0.9
Massachusetts,MA,cl-np,2021,0.2
Massachusetts,MA,cl-npo,2021,1.0
Massachusetts,MA,cl-porg,2021,0.8
Massachusetts,MA,cl-rel,2021,-1.7
Massachusetts,MA,cl-ta,2021,0.0
Massachusetts,MA,cl-tfn,2021,0.6
Massachusetts,MA,cl-vol,2021,0.2
Massachusetts,MA,cv-pm,2021,5.8
Massachusetts,MA,fg-act,2021,1.8
Massachusetts,MA,fg-br,2021,-0.6
Massachusetts,MA,fg-play,2021,-0.7
Massachusetts,MA,fg-read,2021,2.3
Massachusetts,MA,fg-sch,2021,0.0
Massachusetts,MA,fg-yorg,2021,1.0
Massachusetts,MA,fh-eat,2021,1.8
Massachusetts,MA,fh-ed,2021,-1.5
Massachusetts,MA,fh-ma,2021,0.8
Massachusetts,MA,fh-read,2021,1.9
Massachusetts,MA,fh-spf,2021,2.1
Massachusetts,MA,fh-time,2021,-0.3
Massachusetts,MA,fh-tv,2021,0.0
Massachusetts,MA,fh-uw,2021,2.4
Massachusetts,MA,sc-born,2021,2.1
Massachusetts,MA,sc-eng-a,2021,0.2
Massachusetts,MA,sc-eng-c,2021,0.6
Massachusetts,MA,sc-mid,2021,1.2
Massachusetts,MA,sm-em,2021,3.5
Massachusetts,MA,sm-grad,2021,5.9
Massachusetts,MA,sm-hr,2021,1.6
Massachusetts,MA,sm-neet,2021,5.2
Massachusetts,MA,st-fc,2021,4.0
Massachusetts,MA,st-fc trust,2021,3.1
Massachusetts,MA,st-fcc,2021,2.0
Massachusetts,MA,st-vc,2021,2.4
Michigan,MI,Civic Engagement,2021,9.8
Michigan,MI,Community Life,2021,4.9
Michigan,MI,Family Health,2021,6.8
Michigan,MI,Future Generations,2021,1.5
Michigan,MI,Social Cohesion,2021,12.0
Michigan,MI,Social Mobility,2021,8.4
Michigan,MI,Social Trust,2021,9.3
Michigan,MI,Total,2021,52.9
Michigan,MI,ce-ao,2021,1.9
Michigan,MI,ce-vt,2021,4.4
Michigan,MI,cl-cdd,2021,-1.9
Michigan,MI,cl-don,2021,0.9
Michigan,MI,cl-mem,2021,0.8
Michigan,MI,cl-np,2021,0.7
Michigan,MI,cl-npo,2021,0.8
Michigan,MI,cl-porg,2021,0.7
Michigan,MI,cl-rel,2021,-0.5
Michigan,MI,cl-ta,2021,0.5
Michigan,MI,cl-tfn,2021,1.0
Michigan,MI,cl-vol,2021,0.6
Michigan,MI,cv-pm,2021,3.5
Michigan,MI,fg-act,2021,0.5
Michigan,MI,fg-br,2021,0.0
Michigan,MI,fg-play,2021,0.4
Michigan,MI,fg-read,2021,1.6
Michigan,MI,fg-sch,2021,0.6
Michigan,MI,fg-yorg,2021,0.1
Michigan,MI,fh-eat,2021,2.5
Michigan,MI,fh-ed,2021,-0.9
Michigan,MI,fh-ma,2021,0.6
Michigan,MI,fh-read,2021,2.6
Michigan,MI,fh-spf,2021,1.0
Michigan,MI,fh-time,2021,1.2
Michigan,MI,fh-tv,2021,0.0
Michigan,MI,fh-uw,2021,1.0
Michigan,MI,sc-born,2021,4.7
Michigan,MI,sc-eng-a,2021,2.8
Michigan,MI,sc-eng-c,2021,2.8
Michigan,MI,sc-mid,2021,1.7
Michigan,MI,sm-em,2021,-0.3
Michigan,MI,sm-grad,2021,1.5
Michigan,MI,sm-hr,2021,4.1
Michigan,MI,sm-neet,2021,3.1
Michigan,MI,st-fc,2021,2.8
Michigan,MI,st-fc trust,2021,3.1
Michigan,MI,st-fcc,2021,2.0
Michigan,MI,st-vc,2021,1.4
Minnesota,MN,Civic Engagement,2021,16.5
Minnesota,MN,Community Life,2021,7.1
Minnesota,MN,Family Health,2021,8.2
Minnesota,MN,Future Generations,2021,7.5
Minnesota,MN,Social Cohesion,2021,9.7
Minnesota,MN,Social Mobility,2021,15.8
Minnesota,MN,Social Trust,2021,14.4
Minnesota,MN,Total,2021,79.2
Minnesota,MN,ce-ao,2021,2.1
Minnesota,MN,ce-vt,2021,9.5
Minnesota,MN,cl-cdd,2021,-1.4
Minnesota,MN,cl-don,2021,2.5
Minnesota,MN,cl-mem,2021,2.1
Minnesota,MN,cl-np,2021,0.8
Minnesota,MN,cl-npo,2021,0.9
Minnesota,MN,cl-porg,2021,0.7
Minnesota,MN,cl-rel,2021,-0.9
Minnesota,MN,cl-ta,2021,0.9
Minnesota,MN,cl-tfn,2021,-0.6
Minnesota,MN,cl-vol,2021,1.4
Minnesota,MN,cv-pm,2021,5.0
Minnesota,MN,fg-act,2021,2.6
Minnesota,MN,fg-br,2021,0.8
Minnesota,MN,fg-play,2021,2.3
Minnesota,MN,fg-read,2021,3.1
Minnesota,MN,fg-sch,2021,1.5
Minnesota,MN,fg-yorg,2021,0.4
Minnesota,MN,fh-eat,2021,2.7
Minnesota,MN,fh-ed,2021,-0.7
Minnesota,MN,fh-ma,2021,1.6
Minnesota,MN,fh-read,2021,1.3
Minnesota,MN,fh-spf,2021,0.7
Minnesota,MN,fh-time,2021,1.4
Minnesota,MN,fh-tv,2021,0.0
Minnesota,MN,fh-uw,2021,2.5
Minnesota,MN,sc-born,2021,3.4
Minnesota,MN,sc-eng-a,2021,2.4
Minnesota,MN,sc-eng-c,2021,1.5
Minnesota,MN,sc-mid,2021,2.5
Minnesota,MN,sm-em,2021,2.5
Minnesota,MN,sm-grad,2021,3.6
Minnesota,MN,sm-hr,2021,4.6
Minnesota,MN,sm-neet,2021,5.1
Minnesota,MN,st-fc,2021,4.5
Minnesota,MN,st-fc trust,2021,3.6
Minnesota,MN,st-fcc,2021,3.0
Minnesota,MN,st-vc,2021,3.3
Mississippi,MS,Civic Engagement,2021,8.9
Mississippi,MS,Community Life,2021,1.4
Mississippi,MS,Family Health,2021,-0.4
Mississippi,MS,Future Generations,2021,3.8
Mississippi,MS,Social Cohesion,2021,12.3
Mississippi,MS,Social Mobility,2021,3.6
Mississippi,MS,Social Trust,2021,8.8
Mississippi,MS,Total,2021,38.5
Mississippi,MS,ce-ao,2021,1.9
Mississippi,MS,ce-vt,2021,6.0
Mississippi,MS,cl-cdd,2021,-1.9
Mississippi,MS,cl-don,2021,-0.8
Mississippi,MS,cl-mem,2021,0.6
Mississippi,MS,cl-np,2021,0.6
Mississippi,MS,cl-npo,2021,0.5
Mississippi,MS,cl-porg,2021,0.7
Mississippi,MS,cl-rel,2021,2.4
Mississippi,MS,cl-ta,2021,0.3
Mississippi,MS,cl-tfn,2021,-1.4
Mississippi,MS,cl-vol,2021,-0.9
Mississippi,MS,cv-pm,2021,1.0
Mississippi,MS,fg-act,2021,1.5
Mississippi,MS,fg-br,2021,1.3
Mississippi,MS,fg-play,2021,0.5
Mississippi,MS,fg-read,2021,0.1
Mississippi,MS,fg-sch,2021,0.8
Mississippi,MS,fg-yorg,2021,-0.1
Mississippi,MS,fh-eat,2021,2.5
Mississippi,MS,fh-ed,2021,-1.3
Mississippi,MS,fh-ma,2021,0.0
Mississippi,MS,fh-read,2021,-2.1
Mississippi,MS,fh-spf,2021,0.7
Mississippi,MS,fh-time,2021,1.1
Mississippi,MS,fh-tv,2021,0.0
Mississippi,MS,fh-uw,2021,-1.6
Mississippi,MS,sc-born,2021,4.0
Mississippi,MS,sc-eng-a,2021,3.6
Mississippi,MS,sc-eng-c,2021,3.7
Mississippi,MS,sc-mid,2021,1.0
Mississippi,MS,sm-em,2021,2.6
Mississippi,MS,sm-grad,2021,-0.8
Mississippi,MS,sm-hr,2021,2.3
Mississippi,MS,sm-neet,2021,-0.5
Mississippi,MS,st-fc,2021,1.1
Mississippi,MS,st-fc trust,2021,2.4
Mississippi,MS,st-fcc,2021,2.2
Mississippi,MS,st-vc,2021,3.1
Missouri,MO,Civic Engagement,2021,10.4
Missouri,MO,Community Life,2021,5.0
Missouri,MO,Family Health,2021,4.6
Missouri,MO,Future Generations,2021,7.2
Missouri,MO,Social Cohesion,2021,11.3
Missouri,MO,Social Mobility,2021,9.1
Missouri,MO,Social Trust,2021,4.4
Missouri,MO,Total,2021,52.0
Missouri,MO,ce-ao,2021,2.2
Missouri,MO,ce-vt,2021,4.4
Missouri,MO,cl-cdd,2021,-1.9
Missouri,MO,cl-don,2021,1.4
Missouri,MO,cl-mem,2021,0.3
Missouri,MO,cl-np,2021,0.6
Missouri,MO,cl-npo,2021,0.8
Missouri,MO,cl-porg,2021,0.8
Missouri,MO,cl-rel,2021,0.0
Missouri,MO,cl-ta,2021,0.4
Missouri,MO,cl-tfn,2021,0.0
Missouri,MO,cl-vol,2021,1.4
Missouri,MO,cv-pm,2021,3.9
Missouri,MO,fg-act,2021,-0.1
Missouri,MO,fg-br,2021,0.8
Missouri,MO,fg-play,2021,1.0
Missouri,MO,fg-read,2021,3.3
Missouri,MO,fg-sch,2021,0.5
Missouri,MO,fg-yorg,2021,2.6
Missouri,MO,fh-eat,2021,1.6
Missouri,MO,fh-ed,2021,-0.7
Missouri,MO,fh-ma,2021,1.0
Missouri,MO,fh-read,2021,1.2
Missouri,MO,fh-spf,2021,0.4
Missouri,MO,fh-time,2021,0.9
Missouri,MO,fh-tv,2021,0.0
Missouri,MO,fh-uw,2021,1.1
Missouri,MO,sc-born,2021,3.1
Missouri,MO,sc-eng-a,2021,3.4
Missouri,MO,sc-eng-c,2021,3.0
Missouri,MO,sc-mid,2021,1.8
Missouri,MO,sm-em,2021,2.3
Missouri,MO,sm-grad,2021,1.6
Missouri,MO,sm-hr,2021,2.9
Missouri,MO,sm-neet,2021,2.3
Missouri,MO,st-fc,2021,0.9
Missouri,MO,st-fc trust,2021,0.9
Missouri,MO,st-fcc,2021,1.9
Missouri,MO,st-vc,2021,0.8
Montana,MT,Civic Engagement,2021,14.5
Montana,MT,Community Life,2021,4.8
Montana,MT,Family Health,2021,8.6
Montana,MT,Future Generations,2021,3.3
Montana,MT,Social Cohesion,2021,11.7
Montana,MT,Social Mobility,2021,13.7
Montana,MT,Social Trust,2021,-0.4
Montana,MT,Total,2021,56.3
Montana,MT,ce-ao,2021,2.0
Montana,MT,ce-vt,2021,7.5
Montana,MT,cl-cdd,2021,-1.8
Montana,MT,cl-don,2021,1.7
Montana,MT,cl-mem,2021,1.4
Montana,MT,cl-np,2021,0.6
Montana,MT,cl-npo,2021,0.7
Montana,MT,cl-porg,2021,0.7
Montana,MT,cl-rel,2021,-0.6
Montana,MT,cl-ta,2021,0.3
Montana,MT,cl-tfn,2021,-0.6
Montana,MT,cl-vol,2021,1.2
Montana,MT,cv-pm,2021,5.0
Montana,MT,fg-act,2021,4.9
Montana,MT,fg-br,2021,-0.4
Montana,MT,fg-play,2021,0.7
Montana,MT,fg-read,2021,5.3
Montana,MT,fg-sch,2021,0.7
Montana,MT,fg-yorg,2021,1.3
Montana,MT,fh-eat,2021,3.3
Montana,MT,fh-ed,2021,1.0
Montana,MT,fh-ma,2021,1.1
Montana,MT,fh-read,2021,0.1
Montana,MT,fh-spf,2021,0.0
Montana,MT,fh-time,2021,1.1
Montana,MT,fh-tv,2021,0.0
Montana,MT,fh-uw,2021,2.0
Montana,MT,sc-born,2021,1.2
Montana,MT,sc-eng-a,2021,4.0
Montana,MT,sc-eng-c,2021,4.2
Montana,MT,sc-mid,2021,2.4
Montana,MT,sm-em,2021,4.7
Montana,MT,sm-grad,2021,2.5
Montana,MT,sm-hr,2021,3.4
Montana,MT,sm-neet,2021,3.1
Montana,MT,st-fc,2021,1.7
Montana,MT,st-fc trust,2021,0.7
Montana,MT,st-fcc,2021,-4.3
Montana,MT,st-vc,2021,1.6
Nebraska,NE,Civic Engagement,2021,8.9
Nebraska,NE,Community Life,2021,7.9
Nebraska,NE,Family Health,2021,9.0
Nebraska,NE,Future Generations,2021,8.2
Nebraska,NE,Social Cohesion,2021,8.6
Nebraska,NE,Social Mobility,2021,13.1
Nebraska,NE,Social Trust,2021,6.8
Nebraska,NE,Total,2021,62.5
Nebraska,NE,ce-ao,2021,1.9
Nebraska,NE,ce-vt,2021,3.7
Nebraska,NE,cl-cdd,2021,-1.9
Nebraska,NE,cl-don,2021,2.4
Nebraska,NE,cl-mem,2021,1.6
Nebraska,NE,cl-np,2021,0.3
Nebraska,NE,cl-npo,2021,0.8
Nebraska,NE,cl-porg,2021,0.7
Nebraska,NE,cl-rel,2021,-0.1
Nebraska,NE,cl-ta,2021,1.0
Nebraska,NE,cl-tfn,2021,-0.3
Nebraska,NE,cl-vol,2021,1.8
Nebraska,NE,cv-pm,2021,3.3
Nebraska,NE,fg-act,2021,0.8
Nebraska,NE,fg-br,2021,1.7
Nebraska,NE,fg-play,2021,1.1
Nebraska,NE,fg-read,2021,0.1
Nebraska,NE,fg-sch,2021,1.7
Nebraska,NE,fg-yorg,2021,1.0
Nebraska,NE,fh-eat,2021,2.2
Nebraska,NE,fh-ed,2021,1.8
Nebraska,NE,fh-ma,2021,1.8
Nebraska,NE,fh-read,2021,1.0
Nebraska,NE,fh-spf,2021,0.5
Nebraska,NE,fh-time,2021,1.1
Nebraska,NE,fh-tv,2021,0.0
Nebraska,NE,fh-uw,2021,2.1
Nebraska,NE,sc-born,2021,2.9
Nebraska,NE,sc-eng-a,2021,2.1
Nebraska,NE,sc-eng-c,2021,0.8
Nebraska,NE,sc-mid,2021,2.7
Nebraska,NE,sm-em,2021,3.3
Nebraska,NE,sm-grad,2021,2.4
Nebraska,NE,sm-hr,2021,2.9
Nebraska,NE,sm-neet,2021,4.5
Nebraska,NE,st-fc,2021,1.7
Nebraska,NE,st-fc trust,2021,1.9
Nebraska,NE,st-fcc,2021,0.6
Nebraska,NE,st-vc,2021,2.7
Nevada,NV,Civic Engagement,2021,4.7
Nevada,NV,Community Life,2021,-1.5
Nevada,NV,Family Health,2021,4.4
Nevada,NV,Future Generations,2021,13.4
Nevada,NV,Social Cohesion,2021,-1.2
Nevada,NV,Social Mobility,2021,-3.4
Nevada,NV,Social Trust,2021,11.0
Nevada,NV,Total,2021,27.4
Nevada,NV,ce-ao,2021,1.9
Nevada,NV,ce-vt,2021,2.0
Nevada,NV,cl-cdd,2021,-1.6
Nevada,NV,cl-don,2021,-0.8
Nevada,NV,cl-mem,2021,-0.3
Nevada,NV,cl-np,2021,-0.1
Nevada,NV,cl-npo,2021,0.6
Nevada,NV,cl-porg,2021,0.7
Nevada,NV,cl-rel,2021,-1.8
Nevada,NV,cl-ta,2021,0.5
Nevada,NV,cl-tfn,2021,0.3
Nevada,NV,cl-vol,2021,-0.8
Nevada,NV,cv-pm,2021,0.9
Nevada,NV,fg-act,2021,-0.8
Nevada,NV,fg-br,2021,0.5
Nevada,NV,fg-play,2021,8.3
Nevada,NV,fg-read,2021,0.3
Nevada,NV,fg-sch,2021,-0.2
Nevada,NV,fg-yorg,2021,0.3
Nevada,NV,fh-eat,2021,3.8
Nevada,NV,fh-ed,2021,-3.1
Nevada,NV,fh-ma,2021,0.1
Nevada,NV,fh-read,2021,-0.4
Nevada,NV,fh-spf,2021,1.9
Nevada,NV,fh-time,2021,2.6
Nevada,NV,fh-tv,2021,0.0
Nevada,NV,fh-uw,2021,-0.5
Nevada,NV,sc-born,2021,-2.9
Nevada,NV,sc-eng-a,2021,-0.8
Nevada,NV,sc-eng-c,2021,0.1
Nevada,NV,sc-mid,2021,2.5
Nevada,NV,sm-em,2021,-2.6
Nevada,NV,sm-grad,2021,0.2
Nevada,NV,sm-hr,2021,-0.8
Nevada,NV,sm-neet,2021,-0.1
Nevada,NV,st-fc,2021,3.3
Nevada,NV,st-fc trust,2021,3.9
Nevada,NV,st-fcc,2021,3.0
Nevada,NV,st-vc,2021,0.8
New Hampshire,NH,Civic Engagement,2021,17.5
New Hampshire,NH,Community Life,2021,3.4
New Hampshire,NH,Family Health,2021,10.7
New Hampshire,NH,Future Generations,2021,-1.2
New Hampshire,NH,Social Cohesion,2021,8.1
New Hampshire,NH,Social Mobility,2021,14.6
New Hampshire,NH,Social Trust,2021,14.4
New Hampshire,NH,Total,2021,67.6
New Hampshire,NH,ce-ao,2021,2.2
New Hampshire,NH,ce-vt,2021,7.7
New Hampshire,NH,cl-cdd,2021,-1.7
New Hampshire,NH,cl-don,2021,2.1
New Hampshire,NH,cl-mem,2021,1.2
New Hampshire,NH,cl-np,2021,-0.1
New Hampshire,NH,cl-npo,2021,0.6
New Hampshire,NH,cl-porg,2021,0.7
New Hampshire,NH,cl-rel,2021,-1.8
New Hampshire,NH,cl-ta,2021,0.6
New Hampshire,NH,cl-tfn,2021,-0.6
New Hampshire,NH,cl-vol,2021,0.6
New Hampshire,NH,cv-pm,2021,7.6
New Hampshire,NH,fg-act,2021,-0.3
New Hampshire,NH,fg-br,2021,-1.7
New Hampshire,NH,fg-play,2021,-0.5
New Hampshire,NH,fg-read,2021,2.8
New Hampshire,NH,fg-sch,2021,0.3
New Hampshire,NH,fg-yorg,2021,1.1
New Hampshire,NH,fh-eat,2021,1.8
New Hampshire,NH,fh-ed,2021,-0.6
New Hampshire,NH,fh-ma,2021,1.9
New Hampshire,NH,fh-read,2021,3.2
New Hampshire,NH,fh-spf,2021,1.6
New Hampshire,NH,fh-time,2021,1.9
New Hampshire,NH,fh-tv,2021,0.0
New Hampshire,NH,fh-uw,2021,2.7
New Hampshire,NH,sc-born,2021,-0.8
New Hampshire,NH,sc-eng-a,2021,3.2
New Hampshire,NH,sc-eng-c,2021,3.3
New Hampshire,NH,sc-mid,2021,2.4
New Hampshire,NH,sm-em,2021,1.8
New Hampshire,NH,sm-grad,2021,3.7
New Hampshire,NH,sm-hr,2021,4.5
New Hampshire,NH,sm-neet,2021,4.6
New Hampshire,NH,st-fc,2021,4.0
New Hampshire,NH,st-fc trust,2021,3.2
New Hampshire,NH,st-fcc,2021,3.2
New Hampshire,NH,st-vc,2021,4.1
New Jersey,NJ,Civic Engagement,2021,14.6
New Jersey,NJ,Community Life,2021,2.8
New Jersey,NJ,Family Health,2021,7.3
New Jersey,NJ,Future Generations,2021,2.3
New Jersey,NJ,Social Cohesion,2021,0.8
New Jersey,NJ,Social Mobility,2021,11.7
New Jersey,NJ,Social Trust,2021,13.6
New Jersey,NJ,Total,2021,53.1
New Jersey,NJ,ce-ao,2021,1.9
New Jersey,NJ,ce-vt,2021,9.7
New Jersey,NJ,cl-cdd,2021,-0.7
New Jersey,NJ,cl-don,2021,0.8
New Jersey,NJ,cl-mem,2021,1.2
New Jersey,NJ,cl-np,2021,0.6
New Jersey,NJ,cl-npo,2021,0.7
New Jersey,NJ,cl-porg,2021,0.8
New Jersey,NJ,cl-rel,2021,-0.6
New Jersey,NJ,cl-ta,2021,0.1
New Jersey,NJ,cl-tfn,2021,0.5
New Jersey,NJ,cl-vol,2021,-0.6
New Jersey,NJ,cv-pm,2021,3.0
New Jersey,NJ,fg-act,2021,0.1
New Jersey,NJ,fg-br,2021,0.3
New Jersey,NJ,fg-play,2021,-0.6
New Jersey,NJ,fg-read,2021,0.9
New Jersey,NJ,fg-sch,2021,1.7
New Jersey,NJ,fg-yorg,2021,0.0
New Jersey,NJ,fh-eat,2021,2.8
New Jersey,NJ,fh-ed,2021,-1.5
New Jersey,NJ,fh-ma,2021,1.9
New Jersey,NJ,fh-read,2021,0.1
New Jersey,NJ,fh-spf,2021,3.1
New Jersey,NJ,fh-time,2021,-0.1
New Jersey,NJ,fh-tv,2021,0.0
New Jersey,NJ,fh-uw,2021,2.2
New Jersey,NJ,sc-born,2021,0.9
New Jersey,NJ,sc-eng-a,2021,-1.2
New Jersey,NJ,sc-eng-c,2021,-0.2
New Jersey,NJ,sc-mid,2021,1.3
New Jersey,NJ,sm-em,2021,2.4
New Jersey,NJ,sm-grad,2021,4.8
New Jersey,NJ,sm-hr,2021,1.6
New Jersey,NJ,sm-neet,2021,3.0
New Jersey,NJ,st-fc,2021,4.3
New Jersey,NJ,st-fc trust,2021,4.0
New Jersey,NJ,st-fcc,2021,1.7
New Jersey,NJ,st-vc,2021,3.6
New Mexico,NM,Civic Engagement,2021,8.2
New Mexico,NM,Community Life,2021,-1.1
New Mexico,NM,Family Health,2021,4.1
New Mexico,NM,Future Generations,2021,5.8
New Mexico,NM,Social Cohesion,2021,3.2
New Mexico,NM,Social Mobility,2021,5.3
New Mexico,NM,Social Trust,2021,3.7
New Mexico,NM,Total,2021,29.1
New Mexico,NM,ce-ao,2021,2.0
New Mexico,NM,ce-vt,2021,2.5
New Mexico,NM,cl-cdd,2021,-2.0
New Mexico,NM,cl-don,2021,-0.3
New Mexico,NM,cl-mem,2021,-0.2
New Mexico,NM,cl-np,2021,0.5
New Mexico,NM,cl-npo,2021,0.6
New Mexico,NM,cl-porg,2021,0.7
New Mexico,NM,cl-rel,2021,-0.4
New Mexico,NM,cl-ta,2021,-0.1
New Mexico,NM,cl-tfn,2021,-0.7
New Mexico,NM,cl-vol,2021,-0.8
New Mexico,NM,cv-pm,2021,3.8
New Mexico,NM,fg-act,2021,0.1
New Mexico,NM,fg-br,2021,0.1
New Mexico,NM,fg-play,2021,1.9
New Mexico,NM,fg-read,2021,-0.5
New Mexico,NM,fg-sch,2021,1.4
New Mexico,NM,fg-yorg,2021,0.4
New Mexico,NM,fh-eat,2021,6.1
New Mexico,NM,fh-ed,2021,-1.4
New Mexico,NM,fh-ma,2021,-0.3
New Mexico,NM,fh-read,2021,0.2
New Mexico,NM,fh-spf,2021,0.7
New Mexico,NM,fh-time,2021,-0.1
New Mexico,NM,fh-tv,2021,0.0
New Mexico,NM,fh-uw,2021,-1.0
New Mexico,NM,sc-born,2021,1.2
New Mexico,NM,sc-eng-a,2021,0.5
New Mexico,NM,sc-eng-c,2021,0.3
New Mexico,NM,sc-mid,2021,1.2
New Mexico,NM,sm-em,2021,1.7
New Mexico,NM,sm-grad,2021,0.8
New Mexico,NM,sm-hr,2021,2.6
New Mexico,NM,sm-neet,2021,0.1
New Mexico,NM,st-fc,2021,1.7
New Mexico,NM,st-fc trust,2021,1.9
New Mexico,NM,st-fcc,2021,2.5
New Mexico,NM,st-vc,2021,-2.4
New York,NY,Civic Engagement,2021,7.5
New York,NY,Community Life,2021,2.3
New York,NY,Family Health,2021,5.6
New York,NY,Future Generations,2021,7.7
New York,NY,Social Cohesion,2021,-0.5
New York,NY,Social Mobility,2021,8.2
New York,NY,Social Trust,2021,9.1
New York,NY,Total,2021,39.9
New York,NY,ce-ao,2021,2.3
New York,NY,ce-vt,2021,3.4
New York,NY,cl-cdd,2021,-1.3
New York,NY,cl-don,2021,0.3
New York,NY,cl-mem,2021,1.0
New York,NY,cl-np,2021,1.4
New York,NY,cl-npo,2021,1.0
New York,NY,cl-porg,2021,0.8
New York,NY,cl-rel,2021,-1.2
New York,NY,cl-ta,2021,0.0
New York,NY,cl-tfn,2021,0.7
New York,NY,cl-vol,2021,-0.3
New York,NY,cv-pm,2021,1.8
New York,NY,fg-act,2021,1.7
New York,NY,fg-br,2021,0.5
New York,NY,fg-play,2021,0.7
New York,NY,fg-read,2021,2.6
New York,NY,fg-sch,2021,3.2
New York,NY,fg-yorg,2021,0.8
New York,NY,fh-eat,2021,3.2
New York,NY,fh-ed,2021,-1.8
New York,NY,fh-ma,2021,-0.1
New York,NY,fh-read,2021,0.9
New York,NY,fh-spf,2021,2.5
New York,NY,fh-time,2021,0.5
New York,NY,fh-tv,2021,0.0
New York,NY,fh-uw,2021,1.4
New York,NY,sc-born,2021,2.7
New York,NY,sc-eng-a,2021,-1.5
New York,NY,sc-eng-c,2021,-2.2
New York,NY,sc-mid,2021,0.4
New York,NY,sm-em,2021,3.2
New York,NY,sm-grad,2021,3.8
New York,NY,sm-hr,2021,-1.3
New York,NY,sm-neet,2021,2.5
New York,NY,st-fc,2021,2.1
New York,NY,st-fc trust,2021,2.6
New York,NY,st-fcc,2021,2.3
New York,NY,st-vc,2021,2.1
North Carolina,NC,Civic Engagement,2021,7.0
North Carolina,NC,Community Life,2021,2.6
North Carolina,NC,Family Health,2021,6.3
North Carolina,NC,Future Generations,2021,2.0
North Carolina,NC,Social Cohesion,2021,7.5
North Carolina,NC,Social Mobility,2021,7.5
North Carolina,NC,Social Trust,2021,11.9
North Carolina,NC,Total,2021,44.8
North Carolina,NC,ce-ao,2021,2.0
North Carolina,NC,ce-vt,2021,3.4
North Carolina,NC,cl-cdd,2021,-1.6
North Carolina,NC,cl-don,2021,0.3
North Carolina,NC,cl-mem,2021,0.9
North Carolina,NC,cl-np,2021,0.5
North Carolina,NC,cl-npo,2021,0.6
